country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Kazakhstan,1991,male,15-24 years,405,1438500,28.15,Kazakhstan1991,,"24,881,135,586",1664,Generation X
Kazakhstan,1991,female,55-74 years,166,1093000,15.19,Kazakhstan1991,,"24,881,135,586",1664,Silent
Kazakhstan,1991,female,15-24 years,139,1351900,10.28,Kazakhstan1991,,"24,881,135,586",1664,Generation X
Kazakhstan,1991,female,35-54 years,185,1877800,9.85,Kazakhstan1991,,"24,881,135,586",1664,Boomers
Kazakhstan,1991,female,25-34 years,104,1438900,7.23,Kazakhstan1991,,"24,881,135,586",1664,Boomers
Kazakhstan,1991,male,5-14 years,66,1721900,3.83,Kazakhstan1991,,"24,881,135,586",1664,Millenials
Kazakhstan,1991,female,5-14 years,11,1682200,0.65,Kazakhstan1991,,"24,881,135,586",1664,Millenials
Kazakhstan,1992,male,75+ years,64,101800,62.87,Kazakhstan1992,,"24,906,939,560",1644,G.I. Generation
Kazakhstan,1992,male,35-54 years,925,1794700,51.54,Kazakhstan1992,,"24,906,939,560",1644,Boomers
Kazakhstan,1992,male,55-74 years,390,785400,49.66,Kazakhstan1992,,"24,906,939,560",1644,Silent
Kazakhstan,1992,male,25-34 years,676,1421100,47.57,Kazakhstan1992,,"24,906,939,560",1644,Boomers
Kazakhstan,1992,male,15-24 years,453,1459100,31.05,Kazakhstan1992,,"24,906,939,560",1644,Generation X
Kazakhstan,1992,female,75+ years,84,298600,28.13,Kazakhstan1992,,"24,906,939,560",1644,G.I. Generation
Kazakhstan,1992,female,55-74 years,194,1132100,17.14,Kazakhstan1992,,"24,906,939,560",1644,Silent
Kazakhstan,1992,female,35-54 years,217,1900200,11.42,Kazakhstan1992,,"24,906,939,560",1644,Boomers
Kazakhstan,1992,female,15-24 years,144,1385000,10.4,Kazakhstan1992,,"24,906,939,560",1644,Generation X
Kazakhstan,1992,female,25-34 years,132,1414300,9.33,Kazakhstan1992,,"24,906,939,560",1644,Boomers
Kazakhstan,1992,male,5-14 years,63,1751600,3.6,Kazakhstan1992,,"24,906,939,560",1644,Millenials
Kazakhstan,1992,female,5-14 years,14,1706200,0.82,Kazakhstan1992,,"24,906,939,560",1644,Millenials
Kazakhstan,1993,male,75+ years,77,103700,74.25,Kazakhstan1993,,"23,409,027,476",1527,G.I. Generation
Kazakhstan,1993,male,55-74 years,545,830100,65.65,Kazakhstan1993,,"23,409,027,476",1527,Silent
Kazakhstan,1993,male,35-54 years,1146,1825900,62.76,Kazakhstan1993,,"23,409,027,476",1527,Boomers
Kazakhstan,1993,male,25-34 years,772,1395600,55.32,Kazakhstan1993,,"23,409,027,476",1527,Boomers
Kazakhstan,1993,male,15-24 years,574,1474700,38.92,Kazakhstan1993,,"23,409,027,476",1527,Generation X
Kazakhstan,1993,female,75+ years,69,308200,22.39,Kazakhstan1993,,"23,409,027,476",1527,G.I. Generation
Kazakhstan,1993,female,55-74 years,229,1173100,19.52,Kazakhstan1993,,"23,409,027,476",1527,Silent
Kazakhstan,1993,female,15-24 years,173,1407100,12.29,Kazakhstan1993,,"23,409,027,476",1527,Generation X
Kazakhstan,1993,female,35-54 years,219,1929300,11.35,Kazakhstan1993,,"23,409,027,476",1527,Boomers
Kazakhstan,1993,female,25-34 years,119,1383000,8.6,Kazakhstan1993,,"23,409,027,476",1527,Boomers
Kazakhstan,1993,male,5-14 years,76,1774700,4.28,Kazakhstan1993,,"23,409,027,476",1527,Millenials
Kazakhstan,1993,female,5-14 years,20,1726000,1.16,Kazakhstan1993,,"23,409,027,476",1527,Millenials
Kazakhstan,1994,male,75+ years,94,90300,104.1,Kazakhstan1994,,"21,250,839,258",1395,G.I. Generation
Kazakhstan,1994,male,55-74 years,599,853800,70.16,Kazakhstan1994,,"21,250,839,258",1395,Silent
Kazakhstan,1994,male,35-54 years,1246,1861800,66.92,Kazakhstan1994,,"21,250,839,258",1395,Boomers
Kazakhstan,1994,male,25-34 years,735,1342400,54.75,Kazakhstan1994,,"21,250,839,258",1395,Boomers
Kazakhstan,1994,male,15-24 years,520,1442200,36.06,Kazakhstan1994,,"21,250,839,258",1395,Generation X
Kazakhstan,1994,female,75+ years,91,288000,31.6,Kazakhstan1994,,"21,250,839,258",1395,G.I. Generation
Kazakhstan,1994,female,55-74 years,198,1201100,16.48,Kazakhstan1994,,"21,250,839,258",1395,Silent
Kazakhstan,1994,female,15-24 years,149,1332400,11.18,Kazakhstan1994,,"21,250,839,258",1395,Generation X
Kazakhstan,1994,female,35-54 years,198,1965300,10.07,Kazakhstan1994,,"21,250,839,258",1395,Boomers
Kazakhstan,1994,female,25-34 years,128,1327200,9.64,Kazakhstan1994,,"21,250,839,258",1395,Boomers
Kazakhstan,1994,male,5-14 years,50,1784600,2.8,Kazakhstan1994,,"21,250,839,258",1395,Millenials
Kazakhstan,1994,female,5-14 years,16,1740500,0.92,Kazakhstan1994,,"21,250,839,258",1395,Millenials
Kazakhstan,1995,male,75+ years,76,86400,87.96,Kazakhstan1995,0.664,"20,374,307,047",1359,G.I. Generation
Kazakhstan,1995,male,55-74 years,737,859800,85.72,Kazakhstan1995,0.664,"20,374,307,047",1359,Silent
Kazakhstan,1995,male,35-54 years,1523,1791600,85.01,Kazakhstan1995,0.664,"20,374,307,047",1359,Boomers
Kazakhstan,1995,male,25-34 years,887,1311800,67.62,Kazakhstan1995,0.664,"20,374,307,047",1359,Generation X
Kazakhstan,1995,male,15-24 years,622,1455600,42.73,Kazakhstan1995,0.664,"20,374,307,047",1359,Generation X
Kazakhstan,1995,female,75+ years,86,267600,32.14,Kazakhstan1995,0.664,"20,374,307,047",1359,G.I. Generation
Kazakhstan,1995,female,55-74 years,208,1205800,17.25,Kazakhstan1995,0.664,"20,374,307,047",1359,Silent
Kazakhstan,1995,female,35-54 years,216,1901900,11.36,Kazakhstan1995,0.664,"20,374,307,047",1359,Boomers
Kazakhstan,1995,female,15-24 years,145,1412600,10.26,Kazakhstan1995,0.664,"20,374,307,047",1359,Generation X
Kazakhstan,1995,female,25-34 years,130,1271500,10.22,Kazakhstan1995,0.664,"20,374,307,047",1359,Generation X
Kazakhstan,1995,male,5-14 years,61,1736100,3.51,Kazakhstan1995,0.664,"20,374,307,047",1359,Millenials
Kazakhstan,1995,female,5-14 years,15,1688900,0.89,Kazakhstan1995,0.664,"20,374,307,047",1359,Millenials
Kazakhstan,1996,male,35-54 years,1630,1753600,92.95,Kazakhstan1996,,"21,035,357,833",1452,Boomers
Kazakhstan,1996,male,55-74 years,731,836900,87.35,Kazakhstan1996,,"21,035,357,833",1452,Silent
Kazakhstan,1996,male,75+ years,64,80400,79.6,Kazakhstan1996,,"21,035,357,833",1452,G.I. Generation
Kazakhstan,1996,male,25-34 years,879,1243300,70.7,Kazakhstan1996,,"21,035,357,833",1452,Generation X
Kazakhstan,1996,male,15-24 years,635,1405800,45.17,Kazakhstan1996,,"21,035,357,833",1452,Generation X
Kazakhstan,1996,female,75+ years,54,251800,21.45,Kazakhstan1996,,"21,035,357,833",1452,G.I. Generation
Kazakhstan,1996,female,55-74 years,211,1173100,17.99,Kazakhstan1996,,"21,035,357,833",1452,Silent
Kazakhstan,1996,female,35-54 years,223,1858300,12.0,Kazakhstan1996,,"21,035,357,833",1452,Boomers
Kazakhstan,1996,female,15-24 years,158,1381300,11.44,Kazakhstan1996,,"21,035,357,833",1452,Generation X
Kazakhstan,1996,female,25-34 years,121,1187600,10.19,Kazakhstan1996,,"21,035,357,833",1452,Generation X
Kazakhstan,1996,male,5-14 years,57,1682200,3.39,Kazakhstan1996,,"21,035,357,833",1452,Millenials
Kazakhstan,1996,female,5-14 years,10,1633400,0.61,Kazakhstan1996,,"21,035,357,833",1452,Millenials
Kazakhstan,1997,male,55-74 years,740,822400,89.98,Kazakhstan1997,,"22,165,932,063",1540,Silent
Kazakhstan,1997,male,35-54 years,1577,1766200,89.29,Kazakhstan1997,,"22,165,932,063",1540,Boomers
Kazakhstan,1997,male,25-34 years,810,1217700,66.52,Kazakhstan1997,,"22,165,932,063",1540,Generation X
Kazakhstan,1997,male,75+ years,50,78400,63.78,Kazakhstan1997,,"22,165,932,063",1540,G.I. Generation
Kazakhstan,1997,male,15-24 years,651,1401300,46.46,Kazakhstan1997,,"22,165,932,063",1540,Generation X
Kazakhstan,1997,female,75+ years,59,247700,23.82,Kazakhstan1997,,"22,165,932,063",1540,G.I. Generation
Kazakhstan,1997,female,55-74 years,164,1153000,14.22,Kazakhstan1997,,"22,165,932,063",1540,Silent
Kazakhstan,1997,female,15-24 years,175,1388400,12.6,Kazakhstan1997,,"22,165,932,063",1540,Generation X
Kazakhstan,1997,female,35-54 years,216,1871000,11.54,Kazakhstan1997,,"22,165,932,063",1540,Boomers
Kazakhstan,1997,female,25-34 years,131,1152200,11.37,Kazakhstan1997,,"22,165,932,063",1540,Generation X
Kazakhstan,1997,male,5-14 years,53,1673300,3.17,Kazakhstan1997,,"22,165,932,063",1540,Millenials
Kazakhstan,1997,female,5-14 years,16,1623000,0.99,Kazakhstan1997,,"22,165,932,063",1540,Millenials
Kazakhstan,1998,male,55-74 years,692,762500,90.75,Kazakhstan1998,,"22,135,245,413",1599,Silent
Kazakhstan,1998,male,35-54 years,1459,1724400,84.61,Kazakhstan1998,,"22,135,245,413",1599,Boomers
Kazakhstan,1998,male,75+ years,58,74500,77.85,Kazakhstan1998,,"22,135,245,413",1599,G.I. Generation
Kazakhstan,1998,male,25-34 years,727,1145900,63.44,Kazakhstan1998,,"22,135,245,413",1599,Generation X
Kazakhstan,1998,male,15-24 years,594,1343300,44.22,Kazakhstan1998,,"22,135,245,413",1599,Generation X
Kazakhstan,1998,female,75+ years,63,241200,26.12,Kazakhstan1998,,"22,135,245,413",1599,G.I. Generation
Kazakhstan,1998,female,55-74 years,160,1090300,14.67,Kazakhstan1998,,"22,135,245,413",1599,Silent
Kazakhstan,1998,female,25-34 years,138,1103400,12.51,Kazakhstan1998,,"22,135,245,413",1599,Generation X
Kazakhstan,1998,female,15-24 years,152,1353400,11.23,Kazakhstan1998,,"22,135,245,413",1599,Generation X
Kazakhstan,1998,female,35-54 years,205,1863700,11.0,Kazakhstan1998,,"22,135,245,413",1599,Boomers
Kazakhstan,1998,male,5-14 years,54,1585500,3.41,Kazakhstan1998,,"22,135,245,413",1599,Millenials
Kazakhstan,1998,female,5-14 years,11,1556100,0.71,Kazakhstan1998,,"22,135,245,413",1599,Millenials
Kazakhstan,1999,male,55-74 years,567,727800,77.91,Kazakhstan1999,,"16,870,817,135",1225,Silent
Kazakhstan,1999,male,35-54 years,1331,1761800,75.55,Kazakhstan1999,,"16,870,817,135",1225,Boomers
Kazakhstan,1999,male,75+ years,55,75400,72.94,Kazakhstan1999,,"16,870,817,135",1225,G.I. Generation
Kazakhstan,1999,male,25-34 years,717,1131600,63.36,Kazakhstan1999,,"16,870,817,135",1225,Generation X
Kazakhstan,1999,male,15-24 years,609,1349400,45.13,Kazakhstan1999,,"16,870,817,135",1225,Generation X
Kazakhstan,1999,female,75+ years,59,246200,23.96,Kazakhstan1999,,"16,870,817,135",1225,G.I. Generation
Kazakhstan,1999,female,55-74 years,152,1044200,14.56,Kazakhstan1999,,"16,870,817,135",1225,Silent
Kazakhstan,1999,female,25-34 years,120,1089900,11.01,Kazakhstan1999,,"16,870,817,135",1225,Generation X
Kazakhstan,1999,female,35-54 years,198,1909900,10.37,Kazakhstan1999,,"16,870,817,135",1225,Boomers
Kazakhstan,1999,female,15-24 years,124,1358700,9.13,Kazakhstan1999,,"16,870,817,135",1225,Generation X
Kazakhstan,1999,male,5-14 years,49,1555400,3.15,Kazakhstan1999,,"16,870,817,135",1225,Millenials
Kazakhstan,1999,female,5-14 years,10,1523100,0.66,Kazakhstan1999,,"16,870,817,135",1225,Millenials
Kazakhstan,2000,male,35-54 years,1527,1802430,84.72,Kazakhstan2000,0.679,"18,291,990,619",1328,Boomers
Kazakhstan,2000,male,55-74 years,586,698665,83.87,Kazakhstan2000,0.679,"18,291,990,619",1328,Silent
Kazakhstan,2000,male,25-34 years,852,1132418,75.24,Kazakhstan2000,0.679,"18,291,990,619",1328,Generation X
Kazakhstan,2000,male,75+ years,47,77972,60.28,Kazakhstan2000,0.679,"18,291,990,619",1328,G.I. Generation
Kazakhstan,2000,male,15-24 years,623,1366874,45.58,Kazakhstan2000,0.679,"18,291,990,619",1328,Generation X
Kazakhstan,2000,female,75+ years,56,254407,22.01,Kazakhstan2000,0.679,"18,291,990,619",1328,G.I. Generation
Kazakhstan,2000,female,55-74 years,147,1005027,14.63,Kazakhstan2000,0.679,"18,291,990,619",1328,Silent
Kazakhstan,2000,female,15-24 years,169,1375343,12.29,Kazakhstan2000,0.679,"18,291,990,619",1328,Generation X
Kazakhstan,2000,female,35-54 years,234,1959602,11.94,Kazakhstan2000,0.679,"18,291,990,619",1328,Boomers
Kazakhstan,2000,female,25-34 years,122,1089854,11.19,Kazakhstan2000,0.679,"18,291,990,619",1328,Generation X
Kazakhstan,2000,male,5-14 years,47,1523202,3.09,Kazakhstan2000,0.679,"18,291,990,619",1328,Millenials
Kazakhstan,2000,female,5-14 years,18,1486628,1.21,Kazakhstan2000,0.679,"18,291,990,619",1328,Millenials
Kazakhstan,2001,male,35-54 years,1519,1807120,84.06,Kazakhstan2001,,"22,152,694,162",1608,Boomers
Kazakhstan,2001,male,55-74 years,582,718503,81.0,Kazakhstan2001,,"22,152,694,162",1608,Silent
Kazakhstan,2001,male,25-34 years,843,1117605,75.43,Kazakhstan2001,,"22,152,694,162",1608,Generation X
Kazakhstan,2001,male,75+ years,51,82044,62.16,Kazakhstan2001,,"22,152,694,162",1608,Silent
Kazakhstan,2001,male,15-24 years,660,1365580,48.33,Kazakhstan2001,,"22,152,694,162",1608,Millenials
Kazakhstan,2001,female,75+ years,53,233378,22.71,Kazakhstan2001,,"22,152,694,162",1608,Silent
Kazakhstan,2001,female,15-24 years,158,1336586,11.82,Kazakhstan2001,,"22,152,694,162",1608,Millenials
Kazakhstan,2001,female,55-74 years,119,1011423,11.77,Kazakhstan2001,,"22,152,694,162",1608,Silent
Kazakhstan,2001,female,35-54 years,197,1998447,9.86,Kazakhstan2001,,"22,152,694,162",1608,Boomers
Kazakhstan,2001,female,25-34 years,110,1137636,9.67,Kazakhstan2001,,"22,152,694,162",1608,Generation X
Kazakhstan,2001,male,5-14 years,64,1508752,4.24,Kazakhstan2001,,"22,152,694,162",1608,Millenials
Kazakhstan,2001,female,5-14 years,21,1455622,1.44,Kazakhstan2001,,"22,152,694,162",1608,Millenials
Kazakhstan,2002,male,55-74 years,582,704901,82.56,Kazakhstan2002,,"24,636,593,223",1788,Silent
Kazakhstan,2002,male,35-54 years,1414,1837817,76.94,Kazakhstan2002,,"24,636,593,223",1788,Boomers
Kazakhstan,2002,male,25-34 years,825,1128226,73.12,Kazakhstan2002,,"24,636,593,223",1788,Generation X
Kazakhstan,2002,male,75+ years,53,91887,57.68,Kazakhstan2002,,"24,636,593,223",1788,Silent
Kazakhstan,2002,male,15-24 years,621,1414530,43.9,Kazakhstan2002,,"24,636,593,223",1788,Millenials
Kazakhstan,2002,female,75+ years,52,247685,20.99,Kazakhstan2002,,"24,636,593,223",1788,Silent
Kazakhstan,2002,female,55-74 years,119,996301,11.94,Kazakhstan2002,,"24,636,593,223",1788,Silent
Kazakhstan,2002,female,15-24 years,160,1377461,11.62,Kazakhstan2002,,"24,636,593,223",1788,Millenials
Kazakhstan,2002,female,25-34 years,129,1147717,11.24,Kazakhstan2002,,"24,636,593,223",1788,Generation X
Kazakhstan,2002,female,35-54 years,198,2033504,9.74,Kazakhstan2002,,"24,636,593,223",1788,Boomers
Kazakhstan,2002,male,5-14 years,67,1424722,4.7,Kazakhstan2002,,"24,636,593,223",1788,Millenials
Kazakhstan,2002,female,5-14 years,20,1372725,1.46,Kazakhstan2002,,"24,636,593,223",1788,Millenials
Kazakhstan,2003,male,25-34 years,938,1141761,82.15,Kazakhstan2003,,"30,833,699,703",2232,Generation X
Kazakhstan,2003,male,55-74 years,530,702817,75.41,Kazakhstan2003,,"30,833,699,703",2232,Silent
Kazakhstan,2003,male,35-54 years,1386,1855662,74.69,Kazakhstan2003,,"30,833,699,703",2232,Boomers
Kazakhstan,2003,male,75+ years,60,99171,60.5,Kazakhstan2003,,"30,833,699,703",2232,Silent
Kazakhstan,2003,male,15-24 years,652,1449082,44.99,Kazakhstan2003,,"30,833,699,703",2232,Millenials
Kazakhstan,2003,female,75+ years,60,259838,23.09,Kazakhstan2003,,"30,833,699,703",2232,Silent
Kazakhstan,2003,female,55-74 years,139,996433,13.95,Kazakhstan2003,,"30,833,699,703",2232,Silent
Kazakhstan,2003,female,15-24 years,157,1408946,11.14,Kazakhstan2003,,"30,833,699,703",2232,Millenials
Kazakhstan,2003,female,35-54 years,202,2053544,9.84,Kazakhstan2003,,"30,833,699,703",2232,Boomers
Kazakhstan,2003,female,25-34 years,114,1159693,9.83,Kazakhstan2003,,"30,833,699,703",2232,Generation X
Kazakhstan,2003,male,5-14 years,67,1368679,4.9,Kazakhstan2003,,"30,833,699,703",2232,Millenials
Kazakhstan,2003,female,5-14 years,16,1316237,1.22,Kazakhstan2003,,"30,833,699,703",2232,Millenials
Kazakhstan,2004,male,25-34 years,967,1159137,83.42,Kazakhstan2004,,"43,151,647,003",3110,Generation X
Kazakhstan,2004,male,35-54 years,1427,1874980,76.11,Kazakhstan2004,,"43,151,647,003",3110,Boomers
Kazakhstan,2004,male,75+ years,75,105970,70.77,Kazakhstan2004,,"43,151,647,003",3110,Silent
Kazakhstan,2004,male,55-74 years,441,706313,62.44,Kazakhstan2004,,"43,151,647,003",3110,Silent
Kazakhstan,2004,male,15-24 years,735,1480125,49.66,Kazakhstan2004,,"43,151,647,003",3110,Millenials
Kazakhstan,2004,female,75+ years,61,271208,22.49,Kazakhstan2004,,"43,151,647,003",3110,Silent
Kazakhstan,2004,female,15-24 years,177,1438621,12.3,Kazakhstan2004,,"43,151,647,003",3110,Millenials
Kazakhstan,2004,female,25-34 years,131,1174778,11.15,Kazakhstan2004,,"43,151,647,003",3110,Generation X
Kazakhstan,2004,female,55-74 years,101,1004413,10.06,Kazakhstan2004,,"43,151,647,003",3110,Silent
Kazakhstan,2004,female,35-54 years,208,2076222,10.02,Kazakhstan2004,,"43,151,647,003",3110,Boomers
Kazakhstan,2004,male,5-14 years,57,1317575,4.33,Kazakhstan2004,,"43,151,647,003",3110,Millenials
Kazakhstan,2004,female,5-14 years,14,1263986,1.11,Kazakhstan2004,,"43,151,647,003",3110,Millenials
Kazakhstan,2005,male,25-34 years,868,1174447,73.91,Kazakhstan2005,0.746,"57,123,671,734",4096,Generation X
Kazakhstan,2005,male,35-54 years,1225,1893623,64.69,Kazakhstan2005,0.746,"57,123,671,734",4096,Boomers
Kazakhstan,2005,male,55-74 years,402,716191,56.13,Kazakhstan2005,0.746,"57,123,671,734",4096,Silent
Kazakhstan,2005,male,75+ years,61,112427,54.26,Kazakhstan2005,0.746,"57,123,671,734",4096,Silent
Kazakhstan,2005,male,15-24 years,635,1507234,42.13,Kazakhstan2005,0.746,"57,123,671,734",4096,Millenials
Kazakhstan,2005,female,75+ years,54,279776,19.3,Kazakhstan2005,0.746,"57,123,671,734",4096,Silent
Kazakhstan,2005,female,25-34 years,126,1188857,10.6,Kazakhstan2005,0.746,"57,123,671,734",4096,Generation X
Kazakhstan,2005,female,15-24 years,153,1464554,10.45,Kazakhstan2005,0.746,"57,123,671,734",4096,Millenials
Kazakhstan,2005,female,55-74 years,100,1021709,9.79,Kazakhstan2005,0.746,"57,123,671,734",4096,Silent
Kazakhstan,2005,female,35-54 years,177,2097655,8.44,Kazakhstan2005,0.746,"57,123,671,734",4096,Boomers
Kazakhstan,2005,male,5-14 years,78,1272278,6.13,Kazakhstan2005,0.746,"57,123,671,734",4096,Millenials
Kazakhstan,2005,female,5-14 years,24,1219019,1.97,Kazakhstan2005,0.746,"57,123,671,734",4096,Millenials
Kazakhstan,2006,male,25-34 years,944,1189058,79.39,Kazakhstan2006,,"81,003,884,545",5770,Generation X
Kazakhstan,2006,male,35-54 years,1225,1915309,63.96,Kazakhstan2006,,"81,003,884,545",5770,Boomers
Kazakhstan,2006,male,75+ years,71,116133,61.14,Kazakhstan2006,,"81,003,884,545",5770,Silent
Kazakhstan,2006,male,55-74 years,436,730464,59.69,Kazakhstan2006,,"81,003,884,545",5770,Silent
Kazakhstan,2006,male,15-24 years,657,1530192,42.94,Kazakhstan2006,,"81,003,884,545",5770,Millenials
Kazakhstan,2006,female,75+ years,53,282507,18.76,Kazakhstan2006,,"81,003,884,545",5770,Silent
Kazakhstan,2006,female,15-24 years,181,1486771,12.17,Kazakhstan2006,,"81,003,884,545",5770,Millenials
Kazakhstan,2006,female,55-74 years,106,1047352,10.12,Kazakhstan2006,,"81,003,884,545",5770,Silent
Kazakhstan,2006,female,25-34 years,121,1202659,10.06,Kazakhstan2006,,"81,003,884,545",5770,Generation X
Kazakhstan,2006,female,35-54 years,190,2121510,8.96,Kazakhstan2006,,"81,003,884,545",5770,Boomers
Kazakhstan,2006,male,5-14 years,68,1234397,5.51,Kazakhstan2006,,"81,003,884,545",5770,Millenials
Kazakhstan,2006,female,5-14 years,24,1181324,2.03,Kazakhstan2006,,"81,003,884,545",5770,Millenials
Kazakhstan,2007,male,25-34 years,919,1208359,76.05,Kazakhstan2007,,"104,849,886,826",7423,Generation X
Kazakhstan,2007,male,75+ years,77,116899,65.87,Kazakhstan2007,,"104,849,886,826",7423,Silent
Kazakhstan,2007,male,35-54 years,1275,1935835,65.86,Kazakhstan2007,,"104,849,886,826",7423,Boomers
Kazakhstan,2007,male,55-74 years,412,747545,55.11,Kazakhstan2007,,"104,849,886,826",7423,Silent
Kazakhstan,2007,male,15-24 years,648,1542361,42.01,Kazakhstan2007,,"104,849,886,826",7423,Millenials
Kazakhstan,2007,female,75+ years,50,281627,17.75,Kazakhstan2007,,"104,849,886,826",7423,Silent
Kazakhstan,2007,female,15-24 years,203,1498711,13.54,Kazakhstan2007,,"104,849,886,826",7423,Millenials
Kazakhstan,2007,female,25-34 years,140,1219565,11.48,Kazakhstan2007,,"104,849,886,826",7423,Generation X
Kazakhstan,2007,female,35-54 years,210,2144647,9.79,Kazakhstan2007,,"104,849,886,826",7423,Boomers
Kazakhstan,2007,female,55-74 years,88,1077829,8.16,Kazakhstan2007,,"104,849,886,826",7423,Silent
Kazakhstan,2007,male,5-14 years,89,1202402,7.4,Kazakhstan2007,,"104,849,886,826",7423,Generation Z
Kazakhstan,2007,female,5-14 years,30,1149826,2.61,Kazakhstan2007,,"104,849,886,826",7423,Generation Z
Kazakhstan,2008,male,75+ years,86,116815,73.62,Kazakhstan2008,,"133,441,612,247",9387,Silent
Kazakhstan,2008,male,25-34 years,860,1232084,69.8,Kazakhstan2008,,"133,441,612,247",9387,Generation X
Kazakhstan,2008,male,35-54 years,1178,1954893,60.26,Kazakhstan2008,,"133,441,612,247",9387,Boomers
Kazakhstan,2008,male,55-74 years,383,766809,49.95,Kazakhstan2008,,"133,441,612,247",9387,Silent
Kazakhstan,2008,male,15-24 years,657,1540282,42.65,Kazakhstan2008,,"133,441,612,247",9387,Millenials
Kazakhstan,2008,female,75+ years,47,280166,16.78,Kazakhstan2008,,"133,441,612,247",9387,Silent
Kazakhstan,2008,female,15-24 years,239,1496633,15.97,Kazakhstan2008,,"133,441,612,247",9387,Millenials
Kazakhstan,2008,female,25-34 years,152,1240283,12.26,Kazakhstan2008,,"133,441,612,247",9387,Generation X
Kazakhstan,2008,female,35-54 years,217,2165507,10.02,Kazakhstan2008,,"133,441,612,247",9387,Boomers
Kazakhstan,2008,female,55-74 years,93,1110519,8.37,Kazakhstan2008,,"133,441,612,247",9387,Silent
Kazakhstan,2008,male,5-14 years,66,1182019,5.58,Kazakhstan2008,,"133,441,612,247",9387,Generation Z
Kazakhstan,2008,female,5-14 years,19,1130043,1.68,Kazakhstan2008,,"133,441,612,247",9387,Generation Z
Kazakhstan,2009,male,25-34 years,848,1263819,67.1,Kazakhstan2009,,"115,308,661,143",8024,Generation X
Kazakhstan,2009,male,35-54 years,1181,1980466,59.63,Kazakhstan2009,,"115,308,661,143",8024,Boomers
Kazakhstan,2009,male,75+ years,60,116533,51.49,Kazakhstan2009,,"115,308,661,143",8024,Silent
Kazakhstan,2009,male,55-74 years,380,792505,47.95,Kazakhstan2009,,"115,308,661,143",8024,Silent
Kazakhstan,2009,male,15-24 years,608,1533027,39.66,Kazakhstan2009,,"115,308,661,143",8024,Millenials
Kazakhstan,2009,female,75+ years,42,277759,15.12,Kazakhstan2009,,"115,308,661,143",8024,Silent
Kazakhstan,2009,female,15-24 years,214,1488994,14.37,Kazakhstan2009,,"115,308,661,143",8024,Millenials
Kazakhstan,2009,female,25-34 years,145,1269302,11.42,Kazakhstan2009,,"115,308,661,143",8024,Generation X
Kazakhstan,2009,female,35-54 years,192,2191360,8.76,Kazakhstan2009,,"115,308,661,143",8024,Boomers
Kazakhstan,2009,female,55-74 years,99,1150346,8.61,Kazakhstan2009,,"115,308,661,143",8024,Silent
Kazakhstan,2009,male,5-14 years,43,1179629,3.65,Kazakhstan2009,,"115,308,661,143",8024,Generation Z
Kazakhstan,2009,female,5-14 years,26,1126895,2.31,Kazakhstan2009,,"115,308,661,143",8024,Generation Z
Kazakhstan,2010,male,75+ years,72,113390,63.5,Kazakhstan2010,0.766,"148,047,348,241",10062,Silent
Kazakhstan,2010,male,25-34 years,808,1310211,61.67,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation X
Kazakhstan,2010,male,35-54 years,1118,2037599,54.87,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation X
Kazakhstan,2010,male,55-74 years,389,810461,48.0,Kazakhstan2010,0.766,"148,047,348,241",10062,Silent
Kazakhstan,2010,male,15-24 years,528,1555580,33.94,Kazakhstan2010,0.766,"148,047,348,241",10062,Millenials
Kazakhstan,2010,female,75+ years,39,263531,14.8,Kazakhstan2010,0.766,"148,047,348,241",10062,Silent
Kazakhstan,2010,female,15-24 years,193,1549811,12.45,Kazakhstan2010,0.766,"148,047,348,241",10062,Millenials
Kazakhstan,2010,female,25-34 years,140,1332552,10.51,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation X
Kazakhstan,2010,female,55-74 years,88,1144484,7.69,Kazakhstan2010,0.766,"148,047,348,241",10062,Silent
Kazakhstan,2010,female,35-54 years,160,2227790,7.18,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation X
Kazakhstan,2010,male,5-14 years,49,1212500,4.04,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation Z
Kazakhstan,2010,female,5-14 years,25,1155258,2.16,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation Z
Kazakhstan,2011,male,25-34 years,778,1344771,57.85,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
Kazakhstan,2011,male,75+ years,64,119954,53.35,Kazakhstan2011,0.772,"192,626,507,972",12969,Silent
Kazakhstan,2011,male,35-54 years,1062,2062451,51.49,Kazakhstan2011,0.772,"192,626,507,972",12969,Generation X
Kazakhstan,2011,male,55-74 years,358,831202,43.07,Kazakhstan2011,0.772,"192,626,507,972",12969,Boomers
Kazakhstan,2011,male,15-24 years,493,1526023,32.31,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
Kazakhstan,2011,female,75+ years,44,273217,16.1,Kazakhstan2011,0.772,"192,626,507,972",12969,Silent
Kazakhstan,2011,female,15-24 years,171,1514356,11.29,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
Kazakhstan,2011,female,25-34 years,128,1367342,9.36,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
